style	source	zoom	condition	prop_id	meaning	type	value
PhysicalFeature-Rank-7-Muted-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-7-Muted-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-7-Muted-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-7-Muted-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-7-Muted-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-7-Muted-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-7-Driving-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-7-Driving-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-7-Driving-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-7-Driving-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-7-Driving-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-7-Driving-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-7-Driving-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-7-Driving-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-7-Driving-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-7-Driving-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-7-Driving-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-7-Driving-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-7-Driving-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-7-Driving-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-7-Driving-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-7-Driving-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-7-Driving-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-7-Driving-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-7-Globe	base			24	textColor	rgba8	rgb(221,208,188) a=255
PhysicalFeature-Rank-7-Globe	zoom	0-11		18	textSizeScale	float	1.2
PhysicalFeature-Rank-7-Globe	zoom	11-24		18	textSizeScale	float	1.83
PhysicalFeature-Rank-7-Globe	zoom	0-11		25	labelHaloColor	rgba8	rgb(28,38,50) a=199
PhysicalFeature-Rank-7-Globe	zoom	11-24		25	labelHaloColor	rgba8	rgb(28,38,50) a=219
PhysicalFeature-Rank-7-Globe	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(159,227,237) a=128
PhysicalFeature-Rank-8-9	zoom	1-5		29	fontSizeParam	float	3
PhysicalFeature-Rank-8-9	zoom	5-6		29	fontSizeParam	float	3
PhysicalFeature-Rank-8-9	zoom	6-7		29	fontSizeParam	float	11.5
PhysicalFeature-Rank-8-9	zoom	7-8		29	fontSizeParam	float	20
PhysicalFeature-Rank-8-9	zoom	8-9		29	fontSizeParam	float	37
PhysicalFeature-Rank-8-9	zoom	9-24		29	fontSizeParam	float	54
PhysicalFeature-Rank-8-9-Explore-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-8-9-Explore-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-8-9-Explore-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-8-9-Explore-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-8-9-Explore-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-8-9-Explore-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-8-9-Explore-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-8-9-Explore-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-8-9-Explore-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-8-9-Explore-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-8-9-Explore-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-8-9-Explore-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-8-9-Muted-Light	base			24	textColor	rgba8	rgb(184,157,141) a=204
PhysicalFeature-Rank-8-9-Muted-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-8-9-Muted-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-8-9-Muted-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-8-9-Muted-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-8-9-Muted-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-8-9-Muted-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-8-9-Muted-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-8-9-Muted-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-8-9-Muted-Dark	base			24	textColor	rgba8	rgb(122,115,102) a=255
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-8-9-Muted-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-8-9-Muted-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-8-9-Driving-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-8-9-Driving-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-8-9-Driving-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-8-9-Driving-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-8-9-Driving-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-8-9-Driving-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-8-9-Driving-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-8-9-Driving-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-8-9-Driving-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-8-9-Driving-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-8-9-Driving-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-8-9-Driving-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-8-9-Globe	base			24	textColor	rgba8	rgb(221,208,188) a=255
PhysicalFeature-Rank-8-9-Globe	zoom	0-11		18	textSizeScale	float	1.2
PhysicalFeature-Rank-8-9-Globe	zoom	11-24		18	textSizeScale	float	1.83
PhysicalFeature-Rank-8-9-Globe	zoom	0-11		25	labelHaloColor	rgba8	rgb(28,38,50) a=199
PhysicalFeature-Rank-8-9-Globe	zoom	11-24		25	labelHaloColor	rgba8	rgb(28,38,50) a=219
PhysicalFeature-Rank-8-9-Globe	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(159,227,237) a=128
PhysicalFeature-Rank-10	zoom	1-6		29	fontSizeParam	float	3
PhysicalFeature-Rank-10	zoom	6-7		29	fontSizeParam	float	3
PhysicalFeature-Rank-10	zoom	7-8		29	fontSizeParam	float	11.5
PhysicalFeature-Rank-10	zoom	8-9		29	fontSizeParam	float	20
PhysicalFeature-Rank-10	zoom	9-10		29	fontSizeParam	float	37
PhysicalFeature-Rank-10	zoom	10-24		29	fontSizeParam	float	54
PhysicalFeature-Rank-10-Explore-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-10-Explore-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-10-Explore-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-Explore-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-10-Explore-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-10-Explore-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-10-Explore-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-10-Explore-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-10-Explore-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-10-Explore-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-10-Explore-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-10-Explore-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-10-Explore-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-10-Explore-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-10-Explore-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-10-Explore-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-10-Explore-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-10-Explore-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-10-Muted-Light	base			24	textColor	rgba8	rgb(184,157,141) a=204
PhysicalFeature-Rank-10-Muted-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-10-Muted-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-Muted-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-10-Muted-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-10-Muted-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-10-Muted-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-10-Muted-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-10-Muted-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-10-Muted-Dark	base			24	textColor	rgba8	rgb(122,115,102) a=255
PhysicalFeature-Rank-10-Muted-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-10-Muted-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-10-Muted-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-10-Muted-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-10-Muted-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-10-Muted-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-10-Muted-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-10-Muted-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-10-Driving-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-10-Driving-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-10-Driving-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-10-Driving-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-10-Driving-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-10-Driving-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-10-Driving-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-10-Driving-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-10-Driving-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-10-Driving-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-10-Driving-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-10-Driving-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-10-Driving-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-10-Driving-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-10-Driving-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-10-Driving-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-10-Driving-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-10-Driving-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-10-Globe	base			24	textColor	rgba8	rgb(221,208,188) a=255
PhysicalFeature-Rank-10-Globe	zoom	0-11		18	textSizeScale	float	1.2
PhysicalFeature-Rank-10-Globe	zoom	11-24		18	textSizeScale	float	1.83
PhysicalFeature-Rank-10-Globe	zoom	0-11		25	labelHaloColor	rgba8	rgb(28,38,50) a=199
PhysicalFeature-Rank-10-Globe	zoom	11-24		25	labelHaloColor	rgba8	rgb(28,38,50) a=219
PhysicalFeature-Rank-10-Globe	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(159,227,237) a=128
PhysicalFeature-Rank-11	zoom	1-6		29	fontSizeParam	float	3
PhysicalFeature-Rank-11	zoom	6-7		29	fontSizeParam	float	3
PhysicalFeature-Rank-11	zoom	7-8		29	fontSizeParam	float	11.5
PhysicalFeature-Rank-11	zoom	8-9		29	fontSizeParam	float	20
PhysicalFeature-Rank-11	zoom	9-10		29	fontSizeParam	float	37
PhysicalFeature-Rank-11	zoom	10-24		29	fontSizeParam	float	54
PhysicalFeature-Rank-11-Explore-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-11-Explore-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-11-Explore-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-11-Explore-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-11-Explore-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-11-Explore-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-11-Explore-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-11-Explore-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-11-Explore-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-11-Explore-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-11-Explore-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-11-Explore-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-11-Explore-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-11-Explore-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-11-Explore-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-11-Explore-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-11-Explore-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-11-Explore-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-11-Muted-Light	base			24	textColor	rgba8	rgb(184,157,141) a=204
PhysicalFeature-Rank-11-Muted-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-11-Muted-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-11-Muted-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-11-Muted-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-11-Muted-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-11-Muted-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-11-Muted-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-11-Muted-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-11-Muted-Dark	base			24	textColor	rgba8	rgb(122,115,102) a=255
PhysicalFeature-Rank-11-Muted-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-11-Muted-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-11-Muted-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-11-Muted-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-11-Muted-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-11-Muted-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-11-Muted-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-11-Muted-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-11-Driving-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-11-Driving-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-11-Driving-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-11-Driving-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-11-Driving-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-11-Driving-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-11-Driving-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-11-Driving-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-11-Driving-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-11-Driving-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-11-Driving-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-11-Driving-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-11-Driving-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-11-Driving-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-11-Driving-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-11-Driving-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-11-Driving-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-11-Driving-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-11-Globe	base			24	textColor	rgba8	rgb(221,208,188) a=255
PhysicalFeature-Rank-11-Globe	zoom	0-11		18	textSizeScale	float	1.2
PhysicalFeature-Rank-11-Globe	zoom	11-24		18	textSizeScale	float	1.83
PhysicalFeature-Rank-11-Globe	zoom	0-11		25	labelHaloColor	rgba8	rgb(28,38,50) a=199
PhysicalFeature-Rank-11-Globe	zoom	11-24		25	labelHaloColor	rgba8	rgb(28,38,50) a=219
PhysicalFeature-Rank-11-Globe	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(159,227,237) a=128
PhysicalFeature-Rank-12	zoom	1-7		29	fontSizeParam	float	3
PhysicalFeature-Rank-12	zoom	7-8		29	fontSizeParam	float	3
PhysicalFeature-Rank-12	zoom	8-9		29	fontSizeParam	float	11.5
PhysicalFeature-Rank-12	zoom	9-10		29	fontSizeParam	float	20
PhysicalFeature-Rank-12	zoom	10-11		29	fontSizeParam	float	37
PhysicalFeature-Rank-12	zoom	11-24		29	fontSizeParam	float	54
PhysicalFeature-Rank-12-Explore-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-12-Explore-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-12-Explore-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-12-Explore-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-12-Explore-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-12-Explore-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-12-Explore-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-12-Explore-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-12-Explore-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-12-Explore-Dark	base			24	textColor	rgba8	rgb(204,172,151) a=255
PhysicalFeature-Rank-12-Explore-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-12-Explore-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-12-Explore-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-12-Explore-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-12-Explore-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-12-Explore-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-12-Explore-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-12-Explore-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-12-Muted-Light	base			24	textColor	rgba8	rgb(184,157,141) a=204
PhysicalFeature-Rank-12-Muted-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-12-Muted-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-12-Muted-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-12-Muted-Light	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-12-Muted-Light	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-12-Muted-Light	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-12-Muted-Light	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-12-Muted-Light	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=255
PhysicalFeature-Rank-12-Muted-Dark	base			24	textColor	rgba8	rgb(122,115,102) a=255
PhysicalFeature-Rank-12-Muted-Dark	zoom	0-13		25	labelHaloColor	rgba8	rgb(18,48,51) a=112
PhysicalFeature-Rank-12-Muted-Dark	zoom	13-24		25	labelHaloColor	rgba8	rgb(18,48,51) a=153
PhysicalFeature-Rank-12-Muted-Dark	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-12-Muted-Dark	zoom	13-14		18	textSizeScale	float	1.4
PhysicalFeature-Rank-12-Muted-Dark	zoom	14-15		18	textSizeScale	float	1.5
PhysicalFeature-Rank-12-Muted-Dark	zoom	15-17		18	textSizeScale	float	1.6
PhysicalFeature-Rank-12-Muted-Dark	zoom	17-24		18	textSizeScale	float	2
PhysicalFeature-Rank-12-Muted-Dark	cond+zoom	0-24	feature:MarkingColor=[28]	24	textColor	rgba8	rgb(126,188,224) a=128
PhysicalFeature-Rank-12-Driving-Light	base			24	textColor	rgba8	rgb(124,112,106) a=255
PhysicalFeature-Rank-12-Driving-Light	zoom	0-13		25	labelHaloColor	rgba8	rgb(248,248,246) a=204
PhysicalFeature-Rank-12-Driving-Light	zoom	13-24		25	labelHaloColor	rgba8	rgb(248,248,246) a=128
PhysicalFeature-Rank-12-Driving-Light	zoom	0-13		18	textSizeScale	float	1
PhysicalFeature-Rank-12-Driving-Light	zoom	13-14		18	textSizeScale	float	1.4
